370.262	412.391	0.277972
1339.57	773.791	1.08199
1265.26	68.1632	5.36109
501.961	751.164	5.29796
872.924	163.887	3.12298
931.322	32.1942	1.66793
652.167	738.165	4.10736
987.919	823.051	1.0327
761.833	44.1123	5.72146
554.852	831.912	1.7737
824.396	254.403	3.575
683.44	555.532	4.85924
1339.53	108.371	5.11916
369.937	856.859	1.63966
294.345	193.988	6.24834
1157.24	960.253	3.40889
801.282	556.827	2.25729
900.227	260.629	1.4936
1272.85	750.844	3.12232
956.035	416.16	0.341577
1300.5	496.79	1.59814
1293.18	224.201	1.2917
387.809	865.369	0.0976063
1357.54	59.2295	5.0157
742.434	51.2919	1.3126
859.19	832.194	3.08124
1200.89	242.245	2.54502
1183.7	741.023	1.15781
878.3	547.197	0.866533
619.111	34.6188	5.49316
1456.86	264.894	2.10859
568.982	251.688	3.35814
771.257	751.554	3.89237
1014.49	256.099	1.50978
1347.32	574.882	1.75676
439.469	86.7502	5.18908
621.514	98.8204	0.5253
1340.92	600.628	4.25355
726.409	533.944	4.21473
1389.95	600.206	4.26187
387.13	474.501	1.58155
636.702	868.96	3.01574
778.164	524.25	5.22618
977.367	51.2898	0.900503
1129.97	107.565	6.19593
267.437	367.467	6.13874
1277.23	755.557	2.65526
295.866	59.8546	3.41921
721.065	786.197	4.14341
702.734	846.035	0.185416
459.519	339.913	5.60486
938.032	160.045	4.0375
643.923	849.493	5.47498
238.625	833.382	4.38174
662.19	51.1258	1.91934
474.569	132.932	2.34965
743.358	939.503	6.24418
436.453	500.522	4.3229
293.948	58.5465	5.37037
1142.16	47.6218	6.21036
363.416	398.381	5.22163
1114.16	800.829	4.5102
691.01	775.685	2.51579
895.006	183.28	2.08154
1342.16	831.416	0.805057
930.331	911.74	1.2273
723.261	761.506	4.09787
500.246	764.307	0.561759
1368.67	458.432	5.55645
996.189	464.139	5.62251
808.683	851.283	4.17913
1337.21	376.061	5.36974
454.511	914.507	3.09655
1282.97	784.81	1.99647
1452.1	336.884	1.39119
389.933	760.773	5.3182
722.339	152.838	3.78748
263.239	392.573	2.27401
381.256	283.36	5.15954
1409.78	364.397	0.819353
967.753	230.88	3.19748
775.851	435.274	2.60925
1426.39	259.839	1.22208
525.816	215.094	3.35888
615.355	780.941	2.82672
1411.05	837.535	5.30657
710.252	937.694	2.49812
882.385	518.685	3.98193
782.289	906.779	2.10383
1039.03	146.273	3.49041
424.678	631.611	5.82867
807.797	960.295	4.41767
1401.65	883.83	3.35528
1196.48	156.523	3.20327
1370.95	266.807	3.2349
1411.25	668.819	2.7895
616.065	183.844	6.04619
1452.61	217.942	5.80835
1400.65	493.029	3.80428
913.247	886.691	2.72089

