513.053	223.882	5.62254
1332.22	853.273	4.57987
796.159	89.3783	6.12708
517.141	49.8081	0.0140714
622.441	942.998	2.30758
409.443	334.373	5.39619
709.307	122.971	1.62158
407.514	754.667	0.339693
1326.84	114.613	1.59012
462.658	445.635	1.23685
429.863	698.425	1.60527
917.607	182.154	3.31387
731.262	583.436	4.13298
1071.93	587.009	2.63781
1141.49	755.088	1.06496
266.886	579.276	1.79746
600.946	46.4784	1.71885
732.183	257.169	4.52555
992.027	442.517	2.60626
1329.27	630.151	2.74538
259.804	172.392	3.92904
955.997	590.641	1.30141
504.272	252.133	4.97898
1282.17	757.757	1.62729
556.139	114.718	5.60513
917.243	533.678	0.967698
547.992	133.425	3.7552
352.288	47.7088	2.53887
1451.13	882.462	1.57036
557.134	173.491	2.80663
760.432	450.121	3.69013
526.681	255.251	4.06884
1380.64	715.78	4.34976
335.461	552.252	2.53921
1380.11	946.021	0.207837
1266.16	209.716	1.33814
1311.03	680.905	5.03393
771.143	941.067	0.384681
305.943	593.385	0.43697
681.422	238.498	0.209021
891.852	138.539	4.67981
485.669	270.882	4.69171
1132.15	94.4878	2.83132
1413.27	361.686	0.616835
969.847	207.933	4.8728
788.212	746.591	1.88183
880.013	106.326	3.41257
587.081	877.139	6.05781
252.736	139.215	2.19724
646.012	833.502	4.00158

