3454.02	1936.24	4.70176
3155.79	547.293	3.99933
1352.54	1105.77	4.6501
1266.31	1550.92	4.389
849.948	1793.45	2.54528
2787.28	98.4661	1.16765
2631.34	634.552	0.489571
1759.19	414.838	5.20259
2491.79	1199.47	4.43117
2686.7	1112.44	4.20175
1775.58	1951.66	4.72498
2297.82	1698.21	0.175245
982	438.519	3.64585
41.1123	1150.71	2.21787
2569.79	1630.57	1.54431
416.233	1171.49	1.88169
1088.96	625.386	3.88656
1371.02	1612.62	5.20801
3301.42	473.43	6.17821
1305.44	1291.14	0.138854
3405.96	1319.66	3.74924
1063.77	739.213	2.56903
1953.51	977.056	6.24404
3037.62	1590.29	1.93721
1656.83	340.914	0.701154
1037.38	764.135	3.80741
2585.4	591.946	5.31112
2524.92	1770.59	3.63083
2359.9	428.278	5.9562
1636.12	1162.31	3.72019
1716.12	1048.45	1.5729
256.206	1647.62	3.90332
1736.33	723.283	0.690355
1713.78	403.89	5.66803
2829.89	1334	0.47636
3233.85	1918.45	2.8843
1807.46	1346.71	4.75665
1247.41	741.228	4.01196
3339.28	43.6582	5.37522
3150.89	962.21	2.73848
1674.25	1925.4	6.03078
2580.46	53.9486	4.90361
1209.32	1028.42	0.901293
1252.64	1555	0.0860021
1527.09	1345.1	6.08442
3188.86	339.26	4.02127
2309.35	1040.91	0.0747711
1000.81	889.84	0.241674
477.69	633.652	3.26572
2055.44	1573.48	3.00258
