437.254	-681.974	2.08954
222.753	-713.465	2.04225
315.184	-344.023	3.89009
114.84	-321.85	5.67878
139.473	-598.894	5.06892
379.478	-605.406	2.11979
69.3458	-826.145	3.22729
557.453	-146.138	6.12686
856.484	-740.954	3.70904
506.081	-616.114	1.44265
417.582	-638.996	1.2842
331.265	-489.523	3.40892
140.194	-551.569	4.22843
450.579	-526.253	4.40721
158.454	-537.956	1.25759
135.564	-591.472	2.4121
678.65	-75.3907	4.4192
657.066	-63.0734	2.64648
51.6091	-832.879	5.0944
670.746	-372.3	1.43204
396.061	-456.968	4.59476
205.23	-69.0883	3.2602
545.508	-820.634	5.8011
729.648	-675.07	1.69332
482.43	-567.897	1.80224
630.064	-170.401	3.75491
298.248	-863.254	3.55065
545.241	-499.12	1.07816
56.9396	-738.73	0.757472
460.868	-325.862	3.53893
148.344	-318.987	1.21681
687.933	-395.486	1.03971
788.503	-196.562	3.95777
194.267	-319.895	1.32899
552.837	-161.551	5.36535
697.279	-287.431	2.17627
849.516	-351.631	1.87834
735.267	-173.461	2.03757
713.732	-115.522	4.79157
618.803	-605.758	0.486769
422.945	-818.479	4.73864
448.723	-350.831	1.62881
407.393	-67.0136	4.80242
188.987	-68.6873	1.50591
865.666	-495.95	5.34796
526.118	-181.074	0.953977
673.317	-377.776	1.24246
676.999	-369.76	5.52159
98.8806	-387.154	1.56758
53.4634	-586.37	6.20208
39.0833	-453.374	5.28163
801.007	-171.628	0.843809
33.7908	-458.264	3.46183
336.326	-349.384	0.749451
565.855	-285.92	2.9597
553.98	-236.837	6.07825
407.329	-345.83	4.83781
463.36	-343.103	2.40371
510.669	-472.959	2.21534
170.202	-420.89	5.21295
560.947	-265.584	0.336089
571.931	-221.793	3.42124
701.924	-575.633	3.54321
460.281	-537.421	1.35681
603.136	-64.0613	5.22846
35.0931	-463.392	1.93006
359.469	-283.19	5.27046
251.974	-50.312	1.8053
501.906	-498.811	4.69804
700.573	-805.675	4.19224
546.137	-760.582	0.959184
520.923	-73.4567	1.18295
129.05	-258.848	5.04887
530.179	-52.5607	0.163882
377.436	-282.105	5.16072
199.909	-573.078	3.12843
131.451	-769.188	3.50097
832.251	-749.275	3.20141
856.247	-361.84	1.20646
691.893	-769.39	1.03219
601.161	-192.239	4.48388
199.933	-569.791	5.31774
712.554	-152.649	2.72624
792.631	-284.15	1.28442
856.96	-374.123	4.60695
114.685	-588.51	0.013638
115.419	-298.704	3.69453
373.239	-162.277	0.941906
656.329	-62.9812	6.05296
386.967	-146.585	1.09359
386.245	-699.291	2.74343
367.927	-464.932	5.4752
49.8475	-178.712	4.84058
682.115	-483.605	0.85295
749.583	-287.392	5.21018
458.54	-792.494	2.96247
112.517	-396.249	4.40152
514.217	-782.088	5.99865
369.717	-634.878	1.9099
158.488	-608.741	3.49558

